customerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Churn,Contract
1469-LBJQJ,16,68,7144.05,4,5,5,Champions,No,Month-to-month
1470-PSXNM,21,48,4525.49,3,4,5,Needs Attention,No,One year
1471-GIQKQ,15,2,108.16,4,1,1,Potential Loyalists,No,Month-to-month
1472-TNCWL,5,35,3303.59,5,3,4,Needs Attention,No,Month-to-month
1474-JUWSM,7,60,4170.38,5,4,4,Champions,No,One year
1475-VWVDO,17,9,669.42,4,2,2,Potential Loyalists,No,Month-to-month
1478-VPOAD,29,1,44.78,2,1,1,Hibernating,No,Month-to-month
1480-BKXGA,17,74,8607.86,4,5,5,Champions,No,Two year
1480-IVEVR,20,37,3001.39,3,3,4,Needs Attention,No,One year
1481-ZUWZA,46,29,2738.78,2,3,4,At Risk,Yes,Month-to-month
1482-OXZSY,6,32,3227.44,5,3,4,Needs Attention,No,Month-to-month
1485-YDHMM,16,51,4754.78,4,4,5,Champions,No,Month-to-month
1488-PBLJN,19,74,8680.06,4,5,5,Champions,No,Two year
1488-SYSFC,24,32,661.23,3,3,2,Loyal Customers,No,Month-to-month
1492-KGETH,26,70,5492.94,3,5,5,Needs Attention,No,One year
1492-QGCLU,5,52,4446.64,5,4,4,Champions,No,Month-to-month
1493-AMTIE,32,1,17.83,2,1,1,Hibernating,Yes,Month-to-month
1494-EJZDW,11,9,176.60999999999999,5,2,1,Potential Loyalists,No,Two year
1496-GGSUK,45,2,52.81999999999999,2,1,1,Hibernating,Yes,Month-to-month
1498-DQNRX,26,30,598.52,3,3,2,Loyal Customers,No,Month-to-month
1498-NHTLT,12,59,5131.53,4,4,5,Champions,No,Two year
1501-SGHBW,65,4,188.82,2,1,1,Hibernating,Yes,Month-to-month
1502-XFCVR,80,57,6072.95,1,4,5,At Risk,Yes,One year
1506-YJTYT,20,47,3457.66,3,4,4,Needs Attention,No,Two year
1508-DFXCU,14,14,1139.43,4,2,3,Potential Loyalists,No,Month-to-month
1513-XNPPH,95,12,1071.4,1,2,3,Needs Attention,Yes,Month-to-month
1518-OMDIK,24,35,1574.36,3,3,3,Loyal Customers,No,Month-to-month
1518-VOWAV,120,11,809.78,1,2,2,Hibernating,Yes,Month-to-month
1522-VVDMG,70,6,529.38,1,1,2,Hibernating,Yes,Month-to-month
1525-LNLOJ,10,67,4228.75,5,5,4,Champions,No,Two year
1527-SXDPN,58,54,5182.6,2,4,5,At Risk,Yes,Two year
1530-ZTDOZ,14,48,1928.96,4,4,3,Loyal Customers,No,Month-to-month
1534-OULXE,10,62,3075.71,5,5,4,Champions,No,One year
1535-VTJOQ,14,26,645.6,4,3,2,Potential Loyalists,No,Two year
1536-HBSWP,5,2,105.6,5,1,1,Potential Loyalists,No,Month-to-month
1536-YHDOE,6,19,1190.8999999999999,5,2,3,Potential Loyalists,No,One year
1539-LNKHM,10,11,224.58,5,2,1,Potential Loyalists,No,Month-to-month
1541-ETJZO,59,1,68.34,2,1,1,Hibernating,Yes,Month-to-month
1543-LLLFT,26,62,6078.01,3,5,5,Needs Attention,No,One year
1544-JJMYL,10,26,1809.38,5,3,3,Potential Loyalists,No,One year
1545-ACTAS,15,50,4977.48,4,4,5,Champions,No,One year
1545-JFUML,17,72,7095.0,4,5,5,Champions,No,Two year
1548-ARAGG,24,6,350.03,3,1,2,Needs Attention,No,Month-to-month
1548-FEHVL,9,62,6519.6,5,5,5,Champions,No,Month-to-month
1550-EENBN,28,32,3322.84,2,3,4,At Risk,No,Month-to-month
1550-LOAHA,139,31,2570.6,1,3,4,At Risk,Yes,Month-to-month
1552-AAGRX,15,30,3196.48,4,3,4,Needs Attention,No,Month-to-month
1552-CZCLL,9,56,1117.68,5,4,3,Loyal Customers,No,Month-to-month
1552-TKMXS,32,42,856.08,2,4,2,Needs Attention,No,Month-to-month
1555-DJEQW,45,70,8081.71,2,5,5,At Risk,Yes,Two year
1555-HAPSU,13,73,1747.0,4,5,3,Loyal Customers,No,Two year
1557-EMYVT,19,45,5145.86,4,4,5,Champions,No,Two year
1559-DTODC,23,20,505.8,3,2,2,Needs Attention,No,Month-to-month
1561-BWHIN,23,19,377.73,3,2,2,Needs Attention,No,One year
1563-IWQEX,6,12,245.45,5,2,1,Potential Loyalists,No,Month-to-month
1564-HJUVY,18,4,248.20999999999998,4,1,1,Potential Loyalists,No,Month-to-month
1564-NTYXF,138,15,1230.8,1,2,3,Needs Attention,Yes,Month-to-month
1565-RHDJD,49,6,511.13,2,1,2,Hibernating,Yes,Month-to-month
1567-DSCIC,134,8,741.7,1,2,2,Hibernating,Yes,Month-to-month
1568-BEKZM,7,70,6311.72,5,5,5,Champions,No,Two year
1568-LJSZU,22,68,6234.3,3,5,5,Needs Attention,No,Two year
1569-TTNYJ,86,6,454.81,1,1,2,Hibernating,Yes,Month-to-month
1571-SAVHK,58,12,1202.62,2,2,3,Needs Attention,Yes,Month-to-month
1573-LGXBA,21,59,5737.59,3,4,5,Needs Attention,No,One year
1574-DYCWE,9,53,1060.03,5,4,3,Loyal Customers,No,Two year
1575-KRZZE,11,5,272.1,5,1,1,Potential Loyalists,No,Month-to-month
1576-PFZIW,29,71,7491.92,2,5,5,At Risk,No,Two year
1577-HKTFG,45,29,568.84,2,3,2,Needs Attention,Yes,Month-to-month
1579-KLYDT,53,9,806.37,2,2,2,Hibernating,Yes,Month-to-month
1580-BMCMR,28,19,1634.88,2,2,3,Needs Attention,No,Month-to-month
1582-RAFML,113,3,183.71,1,1,1,Hibernating,Yes,Month-to-month
1583-IHQZE,65,12,1348.23,2,2,3,Needs Attention,Yes,Month-to-month
1585-MQSSU,43,16,834.9300000000001,2,2,2,Hibernating,Yes,Month-to-month
1587-FKLZB,100,65,6423.18,1,5,5,At Risk,Yes,Month-to-month
1589-AGTLK,130,4,180.54,1,1,1,Hibernating,Yes,Month-to-month
1591-MQJTP,16,51,4837.51,4,4,5,Champions,No,One year
1591-NFNLQ,158,52,4103.49,1,4,4,At Risk,Yes,Month-to-month
1591-XWLGB,6,71,1395.73,5,5,3,Loyal Customers,No,Two year
1596-BBVTG,47,35,2580.96,2,3,4,At Risk,Yes,Month-to-month
1596-OQSPS,29,10,501.11,2,2,2,Hibernating,No,Month-to-month
1597-FZREH,169,1,72.15,1,1,1,Hibernating,Yes,Month-to-month
1597-LHYNC,105,28,2638.18,1,3,4,At Risk,Yes,Month-to-month
1599-EAHXY,22,61,1451.59,3,4,3,Loyal Customers,No,One year
1599-MMYRQ,24,62,5023.9,3,5,5,Needs Attention,No,One year
1600-DILPE,12,11,493.53,4,2,2,Potential Loyalists,No,Month-to-month
1602-IJQQE,44,5,380.87,2,1,2,Hibernating,Yes,Month-to-month
1608-GMEWB,21,45,4231.4,3,4,4,Needs Attention,No,Month-to-month
1612-EOHDH,157,2,83.32,1,1,1,Hibernating,Yes,Month-to-month
1614-JBEBI,21,9,190.75,3,2,1,Needs Attention,No,Month-to-month
1618-CFHME,53,3,219.68,2,1,1,Hibernating,Yes,Month-to-month
1619-YWUBB,10,70,1760.61,5,5,3,Loyal Customers,No,Two year
1621-YNCJH,17,38,4041.85,4,3,4,Needs Attention,No,Two year
1622-HSHSF,27,3,58.53,3,1,1,Needs Attention,No,Month-to-month
1623-NLDOT,144,41,1362.21,1,4,3,At Risk,Yes,One year
1624-NALOJ,148,6,540.13,1,1,2,Hibernating,Yes,Month-to-month
1624-WOIWJ,53,10,858.65,2,2,2,Hibernating,Yes,Month-to-month
1625-JAIIY,83,70,5865.4,1,5,5,At Risk,Yes,One year
1626-ERCMM,160,21,1984.68,1,3,3,At Risk,Yes,Month-to-month
1627-AFWVJ,23,29,566.11,3,3,2,Loyal Customers,No,Two year
1628-BIZYP,32,2,160.22,2,1,1,Hibernating,No,Month-to-month
1629-DQQVB,11,15,745.72,5,2,2,Potential Loyalists,No,Month-to-month
1635-FJFCC,22,6,264.66999999999996,3,1,1,Needs Attention,No,Month-to-month
1635-HDGFT,7,19,384.67,5,2,2,Potential Loyalists,No,Two year
1635-NZATJ,12,72,1829.13,4,5,3,Loyal Customers,No,Two year
1636-NTNCO,23,3,146.17,3,1,1,Needs Attention,No,Month-to-month
1640-PLFMP,11,1,65.92,5,1,1,Potential Loyalists,No,Month-to-month
1641-BYBTK,28,5,100.42,2,1,1,Hibernating,No,Month-to-month
1641-RQDAY,3,32,3211.9,5,3,4,Needs Attention,No,Month-to-month
1642-HMARX,21,68,6230.63,3,5,5,Needs Attention,No,Two year
1644-IRKSF,80,32,2997.24,1,3,4,At Risk,Yes,One year
1656-DRSMG,33,63,6991.14,2,5,5,At Risk,No,Month-to-month
1657-DYMBM,13,52,1034.03,4,4,3,Loyal Customers,No,Two year
1658-BYGOY,165,18,1728.34,1,2,3,Needs Attention,Yes,Month-to-month
1658-TJVOA,4,6,446.5,5,1,2,Potential Loyalists,No,Month-to-month
1658-XUHBX,9,58,5120.7,5,4,5,Champions,No,Month-to-month
1660-HSOOQ,174,2,95.80000000000001,1,1,1,Hibernating,Yes,Month-to-month
1661-CZBAU,9,48,3415.04,5,4,4,Champions,No,One year
1663-MHLHE,31,2,38.56999999999999,2,1,1,Hibernating,No,Month-to-month
1666-JXLKU,10,39,3979.0,5,3,4,Needs Attention,No,Month-to-month
1666-JZPZT,20,28,1395.61,3,3,3,Loyal Customers,No,Month-to-month
1670-SVOWZ,112,14,1262.01,1,2,3,Needs Attention,Yes,Month-to-month
1676-MQAOA,18,74,5563.99,4,5,5,Champions,No,Two year
1678-FYZOW,181,4,315.88,1,1,2,Hibernating,Yes,Month-to-month
1679-JRFBR,4,71,7557.22,5,5,5,Champions,No,One year
1680-VDCWW,22,12,244.27,3,2,1,Needs Attention,No,One year
1682-VCOIO,16,25,508.15,4,3,2,Potential Loyalists,No,One year
1684-FLBGS,10,23,1588.25,5,3,3,Potential Loyalists,No,Month-to-month
1685-BQULA,25,39,3623.84,3,3,4,Needs Attention,No,Month-to-month
1685-VAYJF,18,12,533.52,4,2,2,Potential Loyalists,No,Month-to-month
1686-STUHN,17,43,856.68,4,4,2,Loyal Customers,No,One year
1689-MRZQR,61,35,2796.43,2,3,4,At Risk,Yes,Month-to-month
1689-YQBYY,10,11,849.48,5,2,2,Potential Loyalists,No,Month-to-month
1696-HXOWK,26,73,6943.3,3,5,5,Needs Attention,No,One year
1696-MZVAU,3,39,991.42,5,3,3,Potential Loyalists,No,One year
1697-BCSHV,18,57,3814.4,4,4,4,Champions,No,Month-to-month
1697-LYYYX,32,63,1203.15,2,5,3,At Risk,No,One year
1697-NVVGY,2,19,1266.95,5,2,3,Potential Loyalists,No,Month-to-month
1698-XFZCI,27,63,6804.2,3,5,5,Needs Attention,No,One year
1699-HPSBG,126,12,707.55,1,2,2,Hibernating,Yes,One year
1699-TLDLZ,9,18,356.75,5,2,2,Potential Loyalists,No,Two year
1699-UOTXU,13,61,3739.34,4,4,4,Champions,No,Two year
1702-CCFNJ,33,53,3241.39,2,4,4,At Risk,No,Month-to-month
1703-MGIAB,6,19,1332.78,5,2,3,Potential Loyalists,No,Month-to-month
1704-NRWYE,179,9,721.58,1,2,2,Hibernating,Yes,Month-to-month
1705-GUHPV,15,64,1562.1,4,5,3,Loyal Customers,No,Two year
1707-HABPF,18,48,4396.01,4,4,4,Champions,No,One year
1708-PBBOA,28,41,2282.7,2,4,4,At Risk,No,One year
1709-EJDOX,14,47,930.72,4,4,2,Loyal Customers,No,Two year
1710-RCXUS,34,53,4724.86,2,4,5,At Risk,No,One year
1716-LSAMB,21,46,2516.33,3,4,4,Needs Attention,No,Two year
1722-LDZJS,25,54,1090.94,3,4,3,Loyal Customers,No,One year
1723-HKXJQ,44,43,4315.11,2,4,4,At Risk,Yes,Month-to-month
1724-BQUHA,112,6,522.36,1,1,2,Hibernating,Yes,Month-to-month
1724-IQWNM,31,1,19.81,2,1,1,Hibernating,No,Month-to-month
1725-IQNIY,170,55,6000.34,1,4,5,At Risk,Yes,Two year
1725-MIMXW,38,3,56.66,2,1,1,Hibernating,Yes,Month-to-month
1728-BQDMA,28,1,41.2,2,1,1,Hibernating,No,Month-to-month
1728-CXQBE,29,66,6225.89,2,5,5,At Risk,No,Month-to-month
1729-VLAZJ,15,10,405.01,4,2,2,Potential Loyalists,No,One year
1730-VFMWO,3,34,1735.3799999999999,5,3,3,Potential Loyalists,No,Month-to-month
1730-ZMAME,15,34,2738.05,4,3,4,Needs Attention,No,Month-to-month
1731-TVIUK,183,4,376.14,1,1,2,Hibernating,Yes,Month-to-month
1732-FEKLD,8,56,5321.46,5,4,5,Champions,No,One year
1732-VHUBQ,183,49,3447.89,1,4,4,At Risk,Yes,Month-to-month
1734-ZMNTZ,29,13,321.24,2,2,2,Hibernating,No,Two year
1735-XMJVH,11,9,174.55,5,2,1,Potential Loyalists,No,Month-to-month
1740-CSDJP,145,3,109.97999999999999,1,1,1,Hibernating,Yes,Month-to-month
1741-WTPON,15,55,6441.36,4,4,5,Champions,No,Two year
1744-JHKYS,16,34,842.13,4,3,2,Potential Loyalists,No,Month-to-month
1746-TGTWV,27,3,224.24,3,1,1,Needs Attention,No,Month-to-month
1750-CSKKM,103,10,551.75,1,2,2,Hibernating,Yes,Month-to-month
1751-NCDLI,15,45,4466.6,4,4,4,Champions,No,Month-to-month
1752-OZXFY,15,61,3685.46,4,4,4,Champions,No,One year
1754-GKYPY,33,23,2072.94,2,3,3,At Risk,No,Month-to-month
1755-FZQEC,27,41,829.18,3,4,2,Loyal Customers,No,One year
1755-RMCXH,12,1,20.87,4,1,1,Potential Loyalists,No,Month-to-month
1757-TCATG,20,35,702.91,3,3,2,Loyal Customers,No,One year
1760-CAZHT,18,26,551.52,4,3,2,Potential Loyalists,No,Month-to-month
1761-AEZZR,71,2,161.46,1,1,1,Hibernating,Yes,Month-to-month
1763-KUAAW,25,19,387.89,3,2,2,Needs Attention,No,One year
1763-WQFUK,26,4,202.32999999999998,3,1,1,Needs Attention,No,Month-to-month
1764-VUUMT,4,68,1355.73,5,5,3,Loyal Customers,No,Two year
1766-GKNMI,6,29,2428.61,5,3,4,Needs Attention,No,Month-to-month
1767-CJKBA,33,66,1658.2,2,5,3,At Risk,No,Two year
1767-TGTKO,14,9,409.11,4,2,2,Potential Loyalists,No,Month-to-month
1768-HNVGJ,18,44,3038.46,4,4,4,Champions,No,Month-to-month
1768-ZAIFU,126,1,26.05,1,1,1,Hibernating,Yes,Month-to-month
1769-GRUIK,14,19,1360.7,4,2,3,Potential Loyalists,No,Month-to-month
1771-OADNZ,165,29,2780.9,1,3,4,At Risk,Yes,Month-to-month
1775-KWJKQ,21,74,6687.56,3,5,5,Needs Attention,No,Two year
1776-SPBWV,32,34,683.27,2,3,2,Needs Attention,No,One year
1777-JYQPJ,29,1,25.42,2,1,1,Hibernating,No,Month-to-month
1779-PWPMG,24,72,8391.48,3,5,5,Needs Attention,No,Two year
1784-BXEFA,23,12,244.74,3,2,1,Needs Attention,No,Month-to-month
1784-EZDKJ,16,50,5339.54,4,4,5,Champions,No,One year
1785-BPHTP,13,28,2391.29,4,3,4,Needs Attention,No,Month-to-month
1790-NESIO,18,13,272.98,4,2,1,Potential Loyalists,No,Two year
1791-PQHBB,6,4,242.2,5,1,1,Potential Loyalists,No,Month-to-month
1792-UXAFY,157,16,1421.27,1,2,3,Needs Attention,Yes,Month-to-month
1794-HBQTJ,56,1,50.0,2,1,1,Hibernating,Yes,Month-to-month
1794-SWWKL,17,14,846.6,4,2,2,Potential Loyalists,No,Month-to-month
1796-JANOW,12,4,78.32,4,1,1,Potential Loyalists,No,Month-to-month
1803-BGNBD,30,11,588.05,2,2,2,Hibernating,No,Month-to-month
1809-DMJHQ,181,5,225.64000000000001,1,1,1,Hibernating,Yes,Month-to-month
1810-BOHSY,9,53,5150.49,5,4,5,Champions,No,One year
1810-MVMAI,15,29,1979.94,4,3,3,Potential Loyalists,No,Month-to-month
1813-JLKWR,16,66,1291.73,4,5,3,Loyal Customers,No,One year
1813-JYWTO,26,73,5880.89,3,5,5,Needs Attention,No,Two year
1814-DKOLC,4,5,128.73,5,1,1,Potential Loyalists,No,Month-to-month
1814-WFGVS,19,72,3532.83,4,5,4,Champions,No,Two year
1816-FLZDK,23,3,85.72,3,1,1,Needs Attention,No,Month-to-month
1818-ESQMW,17,26,2329.59,4,3,4,Needs Attention,No,Month-to-month
1820-DJFPH,22,72,1730.88,3,5,3,Loyal Customers,No,Two year
1820-TQVEV,77,2,147.06,1,1,1,Hibernating,Yes,Month-to-month
1821-BUCWY,25,29,1625.3899999999999,3,3,3,Loyal Customers,No,Two year
1830-GGFNM,32,66,6250.3099999999995,2,5,5,At Risk,No,Two year
1830-IPXVJ,18,62,1223.91,4,5,3,Loyal Customers,No,Two year
1832-PEUTS,17,64,5663.4,4,5,5,Champions,No,Two year
1833-TCXKK,8,45,4847.57,5,4,5,Champions,No,Month-to-month
1833-VGRUM,114,1,74.32,1,1,1,Hibernating,Yes,Month-to-month
1834-ABKHQ,15,53,2694.23,4,4,4,Champions,No,One year
1834-WULEG,22,23,460.85,3,3,2,Loyal Customers,No,One year
1837-YQUCE,28,72,4189.57,2,5,4,At Risk,No,Two year
1839-FBNFR,13,41,812.42,4,4,2,Loyal Customers,No,Two year
1839-UMACK,10,41,1023.16,5,4,3,Loyal Customers,No,One year
1840-BIUOG,16,22,1495.9,4,3,3,Potential Loyalists,No,One year
1841-YSJGV,33,73,7978.94,2,5,5,At Risk,No,Two year
1842-EZJMK,56,52,5325.51,2,4,5,At Risk,Yes,Month-to-month
1843-TLSGD,19,13,277.12,4,2,1,Potential Loyalists,No,Two year
1845-CSBRZ,5,24,2048.0,5,3,3,Potential Loyalists,No,Month-to-month
1845-ZLLIG,18,2,100.86000000000001,4,1,1,Potential Loyalists,No,Month-to-month
1846-XWOQN,178,1,65.29,1,1,1,Hibernating,Yes,Month-to-month
1848-LBZHY,16,9,464.49,4,2,2,Potential Loyalists,No,Month-to-month
1849-RJYIG,13,9,524.04,4,2,2,Potential Loyalists,No,Month-to-month
1850-AKQEP,18,8,164.98,4,2,1,Potential Loyalists,No,Month-to-month
1852-QSWCD,23,66,1640.07,3,5,3,Loyal Customers,No,Two year
1852-XEMDW,27,23,1508.88,3,3,3,Loyal Customers,No,Month-to-month
1853-ARAAQ,8,28,1421.3600000000001,5,3,3,Potential Loyalists,No,Month-to-month
1853-UDXBW,105,1,59.26,1,1,1,Hibernating,Yes,Month-to-month
1855-AGAWH,11,33,3083.44,5,3,4,Needs Attention,No,One year
1855-CFULU,11,5,98.24,5,1,1,Potential Loyalists,No,Month-to-month
1862-QRWPE,23,48,988.05,3,4,3,Loyal Customers,No,Two year
1862-SKORY,70,42,1650.84,1,4,3,At Risk,Yes,Month-to-month
1866-DIOQZ,12,73,4848.42,4,5,5,Champions,No,One year
1866-NXPSP,27,38,2859.3,3,3,4,Needs Attention,No,One year
1866-OBPNR,28,1,70.34,2,1,1,Hibernating,No,Month-to-month
1866-RZZQS,108,43,4196.42,1,4,4,At Risk,Yes,Month-to-month
1866-ZSLJM,4,21,433.23,5,3,2,Potential Loyalists,No,Month-to-month
1867-BDVFH,153,12,860.95,1,2,2,Hibernating,Yes,Month-to-month
1867-TJHTS,30,60,4738.57,2,4,5,At Risk,No,Month-to-month
1871-MOWRM,80,13,1019.38,1,2,3,Needs Attention,Yes,Month-to-month
1872-EBWSC,19,29,589.58,4,3,2,Potential Loyalists,No,One year
1875-QIVME,112,2,218.11,1,1,1,Hibernating,Yes,Month-to-month
1877-HKBQX,19,10,519.78,4,2,2,Potential Loyalists,No,One year
1891-FZYSA,47,71,6413.62,2,5,5,At Risk,Yes,Month-to-month
1891-QRQSA,7,63,6974.48,5,5,5,Champions,No,Two year
1891-UAWWU,92,19,1707.67,1,2,3,Needs Attention,Yes,Month-to-month
1894-IGFSG,55,22,1950.95,2,3,3,At Risk,Yes,Month-to-month
1895-QTKDO,22,3,132.75,3,1,1,Needs Attention,No,Month-to-month
1897-OKVMW,31,63,5712.54,2,5,5,At Risk,No,Two year
1897-RCFUM,13,39,949.42,4,3,2,Potential Loyalists,No,One year
1898-JSNDC,12,38,2238.07,4,3,4,Needs Attention,No,One year
1899-VXWXM,127,48,5043.68,1,4,5,At Risk,Yes,One year
1902-XBTFB,62,23,2043.79,2,3,3,At Risk,Yes,Month-to-month
1904-WAJAA,21,26,1680.41,3,3,3,Loyal Customers,No,Two year
1905-OEILC,27,1,18.19,3,1,1,Needs Attention,No,Month-to-month
1907-UBQFC,61,12,873.13,2,2,2,Hibernating,Yes,Month-to-month
1907-YLNYW,10,10,658.91,5,2,2,Potential Loyalists,No,Month-to-month
1910-FMXJM,25,37,2993.45,3,3,4,Needs Attention,No,Month-to-month
1915-IOFGU,54,2,134.53,2,1,1,Hibernating,Yes,Month-to-month
1915-OAKWD,35,16,303.01,2,2,2,Hibernating,No,One year
1918-ZBFQJ,113,15,1183.73,1,2,3,Needs Attention,Yes,Month-to-month
1919-RTPQD,13,6,264.52,4,1,1,Potential Loyalists,No,Month-to-month
1921-KYSAY,16,42,2896.12,4,4,4,Champions,No,One year
1925-GMVBW,18,7,143.91,4,2,1,Potential Loyalists,No,Month-to-month
1925-LFCZZ,11,55,2750.28,5,4,4,Champions,No,One year
1925-TIBLE,154,7,602.59,1,2,2,Hibernating,Yes,Month-to-month
1926-QUZNN,15,74,1872.95,4,5,3,Loyal Customers,No,Two year
1927-QEWMY,22,72,1465.75,3,5,3,Loyal Customers,No,Two year
1928-BXYIV,15,1,63.6,4,1,1,Potential Loyalists,No,Month-to-month
1929-ZCBHE,11,46,1866.49,5,4,3,Loyal Customers,No,One year
1930-BZLHI,10,21,433.69,5,3,2,Potential Loyalists,No,One year
1930-QPBVZ,16,67,6417.96,4,5,5,Champions,No,Two year
1930-WNXSB,8,58,5386.99,5,4,5,Champions,No,Month-to-month
1932-UEDCX,4,35,3486.1,5,3,4,Needs Attention,No,Month-to-month
1934-MKPXS,3,33,661.24,5,3,2,Potential Loyalists,No,One year
1934-SJVJK,119,3,60.53,1,1,1,Hibernating,Yes,Month-to-month
1935-IMVBB,9,57,5166.62,5,4,5,Champions,No,Month-to-month
1936-CZAKF,33,49,2435.41,2,4,4,At Risk,No,Two year
1936-UAFEH,9,68,7491.78,5,5,5,Champions,No,Two year
1937-OTUKY,9,72,7113.5,5,5,5,Champions,No,Two year
1941-HOSAM,18,3,282.25,4,1,1,Potential Loyalists,No,Month-to-month
1942-OQFRW,19,1,45.02,4,1,1,Potential Loyalists,No,Month-to-month
1945-XISKS,10,67,1309.41,5,5,3,Loyal Customers,No,Two year
1950-KSVVJ,18,44,5006.38,4,4,5,Champions,No,One year
1951-IEYXM,19,71,6448.6,4,5,5,Champions,No,Two year
1952-DVVSW,14,9,177.9,4,2,1,Potential Loyalists,No,One year
1955-IBMMB,26,58,1181.68,3,4,3,Loyal Customers,No,Two year
1956-YIFGE,14,23,2334.01,4,3,4,Needs Attention,No,One year
1958-RNRKS,20,31,1554.3600000000001,3,3,3,Loyal Customers,No,Month-to-month
1960-UOTYM,19,54,4278.34,4,4,4,Champions,No,Two year
1960-UYCNN,4,10,952.54,5,2,2,Potential Loyalists,No,Month-to-month
1963-SVUCV,75,1,47.57,1,1,1,Hibernating,Yes,Month-to-month
1963-VAUKV,50,3,63.239999999999995,2,1,1,Hibernating,Yes,Month-to-month
1964-SVLEA,26,21,417.1,3,3,2,Loyal Customers,No,One year
1965-AKTSX,160,15,1188.94,1,2,3,Needs Attention,Yes,Month-to-month
1965-DDBWU,116,17,1519.28,1,2,3,Needs Attention,Yes,Month-to-month
1970-KKFWL,6,34,787.83,5,3,2,Potential Loyalists,No,Two year
1971-DTCZB,26,74,6705.51,3,5,5,Needs Attention,No,Two year
1972-XMUWV,33,64,3857.06,2,5,4,At Risk,No,Two year
1976-AZZPJ,10,8,274.2,5,2,1,Potential Loyalists,No,Month-to-month
1976-CFOCS,76,2,94.27000000000001,1,1,1,Hibernating,Yes,Month-to-month
1977-STDKI,141,1,71.88,1,1,1,Hibernating,Yes,Month-to-month
1980-KXVPM,172,4,297.68,1,1,2,Hibernating,Yes,Month-to-month
1981-INRFU,112,2,153.82999999999998,1,1,1,Hibernating,Yes,Month-to-month
1982-FEBTD,30,24,614.79,2,3,2,Needs Attention,No,Two year
1984-FCOWB,135,71,7743.35,1,5,5,At Risk,Yes,One year
1984-GPTEH,31,29,729.76,2,3,2,Needs Attention,No,Month-to-month
1985-MBRYP,14,44,860.58,4,4,2,Loyal Customers,No,Two year
1986-PHGZF,35,17,996.61,2,2,3,Needs Attention,No,Month-to-month
1987-AUELQ,7,72,1810.04,5,5,3,Loyal Customers,No,Two year
1989-PRJHP,46,26,1942.49,2,3,3,At Risk,Yes,Month-to-month
1991-VOPLL,3,8,155.14,5,2,1,Potential Loyalists,No,Month-to-month
1996-DBMUS,25,49,3444.44,3,4,4,Needs Attention,No,Month-to-month
1998-VHJHK,24,27,521.46,3,3,2,Loyal Customers,No,One year
2000-DHJUY,22,70,6445.85,3,5,5,Needs Attention,No,Two year
2000-MPKCA,17,58,6205.8,4,4,5,Champions,No,One year
2001-EWBQU,16,59,6283.14,4,4,5,Champions,No,Two year
2001-MCUUW,28,47,5102.92,2,4,5,At Risk,No,Two year
2002-MZHWP,45,1,19.83,2,1,1,Hibernating,Yes,Month-to-month
2003-CKLOR,145,67,6600.68,1,5,5,At Risk,Yes,Month-to-month
2004-OCQXK,135,3,251.17000000000002,1,1,1,Hibernating,Yes,Month-to-month
2005-DWQZJ,21,10,198.23,3,2,1,Needs Attention,No,Two year
2007-QVGAW,10,68,1313.7,5,5,3,Loyal Customers,No,Two year
2011-TRQYE,64,17,571.68,2,2,2,Hibernating,Yes,Month-to-month
2012-NWRPA,177,13,1274.59,1,2,3,Needs Attention,Yes,Month-to-month
2013-SGDXK,103,1,89.28,1,1,1,Hibernating,Yes,Month-to-month
2014-MKGMH,20,47,4751.84,3,4,5,Needs Attention,No,One year
2017-CCBLH,17,10,192.16,4,2,1,Potential Loyalists,No,Two year
2018-PZKMU,31,11,1148.85,2,2,3,Needs Attention,No,Month-to-month
2018-QKYGT,16,1,77.9,4,1,1,Potential Loyalists,No,Month-to-month
2019-HDCZY,30,64,6537.89,2,5,5,At Risk,No,Two year
2023-VQFDL,9,19,360.41,5,2,2,Potential Loyalists,No,Month-to-month
2024-BASKD,141,2,143.8,1,1,1,Hibernating,Yes,Month-to-month
2025-JKFWI,112,12,1182.57,1,2,3,Needs Attention,Yes,Month-to-month
2026-TGDHM,128,6,463.01,1,1,2,Hibernating,Yes,Month-to-month
2027-CWDNU,15,20,1720.3,4,2,3,Potential Loyalists,No,Month-to-month
2027-DNKIV,10,39,2264.55,5,3,4,Needs Attention,No,One year
2027-FECZV,122,11,1150.94,1,2,3,Needs Attention,Yes,Month-to-month
2027-OAQQC,153,43,2100.92,1,4,4,At Risk,Yes,Month-to-month
2027-WKXMW,32,65,7022.53,2,5,5,At Risk,No,Month-to-month
2030-BTZRO,12,5,100.02,4,1,1,Potential Loyalists,No,Two year
2034-CGRHZ,143,26,2651.2,1,3,4,At Risk,Yes,Month-to-month
2034-GDRCN,138,1,87.36,1,1,1,Hibernating,Yes,Month-to-month
2037-SGXHH,110,37,3513.76,1,3,4,At Risk,Yes,Month-to-month
2037-XJFUP,63,32,3037.58,2,3,4,At Risk,Yes,One year
2038-LLMLM,11,48,4957.96,5,4,5,Champions,No,Month-to-month
2038-OEQZH,22,5,427.37,3,1,2,Needs Attention,No,Month-to-month
2038-YSEZE,8,31,2062.45,5,3,3,Potential Loyalists,No,Month-to-month
2039-JONDJ,4,27,1514.73,5,3,3,Potential Loyalists,No,One year
2040-LDIWQ,28,64,5408.55,2,5,5,At Risk,No,Two year
